Year,Player Name,POS,Salary,Team Abbv.,Team Full Name,Divison
2022,Fabian Moreau ,CB,"$2,000,000 ",HOU,Houston Texans,AFC South
2022,Chris Conley ,WR,"$2,000,000 ",HOU,Houston Texans,AFC South
2022,Jamison Crowder ,WR,"$2,000,000 ",BUF,Buffalo Bills,AFC East
2022,Tim Boyle ,QB,"$2,000,000 ",DET,Detroit Lions,NFC North
2022,Greg Zuerlein ,K,"$2,000,000 ",NYJ,New York Jets,AFC East
2022,Chris Board ,LB,"$2,000,000 ",DET,Detroit Lions,NFC North
2022,Chase Daniel ,QB,"$2,000,000 ",LAC,Los Angeles Chargers,AFC West
2022,Leighton Vander Esch ,LB,"$2,000,000 ",DAL,Dallas Cowboys,NFC East
2022,Kyle Rudolph ,TE,"$2,000,000 ",TB,Tampa Bay Buccaneers,NFC South
2022,Brandon Wilson ,S,"$2,000,000 ",CIN,Cincinnati Bengals,AFC North
2022,Nate Sudfeld ,QB,"$2,000,000 ",SF,San Francisco 49ers,NFC West
2022,Chris Reed ,G,"$2,000,000 ",MIN,Minnesota Vikings,NFC North
2022,D'Onta Foreman ,RB,"$2,000,000 ",CAR,Carolina Panthers,NFC South
2022,Jerry Jeudy ,WR,"$1,991,179 ",DEN,Denver Broncos,AFC West
2022,C.J. Beathard ,QB,"$1,976,464 ",JAC,Jacksonville Jaguars,AFC South
2022,L.J. Collier ,DE,"$1,972,647 ",SEA,Pittsburgh Steelers,NFC West
2022,Neville Hewitt ,ILB,"$1,950,000 ",HOU,Houston Texans,AFC South
2022,Nick Mullens ,QB,"$1,944,000 ",LV,Los Angeles Rams,AFC West
2022,Kelvin Beachum ,RT,"$1,925,000 ",ARI,Arizona Cardinals,NFC West
2022,Josh Harris ,LS,"$1,920,000 ",LAC,Los Angeles Chargers,AFC West
2022,A.J. Terrell ,CB,"$1,910,523 ",ATL,Atlanta Falcons,NFC South
2022,Antony Auclair ,TE,"$1,900,000 ",HOU,Houston Texans,AFC South
2022,Kaleb McGary ,RT,"$1,894,875 ",ATL,Atlanta Falcons,NFC South
2022,Jaylen Waddle ,WR,"$1,891,182 ",MIA,Miami Dolphins,AFC East
2022,Luke Fortner ,C,"$1,885,048 ",JAC,Jacksonville Jaguars,AFC South
2022,CeeDee Lamb ,WR,"$1,883,637 ",DAL,Dallas Cowboys,NFC East
2022,Brian Asamoah ,LB,"$1,875,436 ",MIN,Minnesota Vikings,NFC North
2022,Joshua Ezeudu ,G,"$1,874,472 ",NYG,New  York Giants,NFC East
2022,N'Keal Harry ,WR,"$1,872,047 ",CHI,Chicago Bears,NFC North
2022,Martin Emerson ,CB,"$1,864,120 ",CLE,Cleveland Browns,AFC North
2022,Nicholas Petit-Frere ,T,"$1,852,812 ",TEN,Tennessee Titans,AFC South
2022,Adam Shaheen ,TE,"$1,851,471 ",MIA,Miami Dolphins,AFC East
2022,Austin Jackson ,LT,"$1,850,032 ",MIA,Miami Dolphins,AFC East
2022,Sammy Watkins ,WR,"$1,850,000 ",GB,Green Bay Packers,NFC North
2022,Ty Montgomery ,WR,"$1,850,000 ",NE,New England Patriots,AFC East
2022,Tre Flowers ,CB,"$1,850,000 ",CIN,Cincinnati Bengals,AFC North
2022,Kevin Huber ,P,"$1,850,000 ",CIN,Cincinnati Bengals,AFC North
2022,Chad Muma ,LB,"$1,831,260 ",JAC,Jacksonville Jaguars,AFC South
2022,K’Lavon Chaisson ,OLB,"$1,823,147 ",JAC,Jacksonville Jaguars,AFC South
2022,Velus Jones ,WR,"$1,816,584 ",CHI,Chicago Bears,NFC North
2022,Jalen Reagor ,WR,"$1,816,425 ",PHI,Philadelphia Eagles,NFC East
2022,Abraham Lucas ,T,"$1,806,220 ",SEA,Pittsburgh Steelers,NFC West
2022,Justin Jefferson ,WR,"$1,802,982 ",MIN,Minnesota Vikings,NFC North
2022,Cody Davis ,FS,"$1,800,000 ",NE,New England Patriots,AFC East
2022,Hassan Ridgeway ,DT,"$1,800,000 ",SF,San Francisco 49ers,NFC West
2022,Jelani Woods ,TE,"$1,792,252 ",IND,Indianapolis Colts,AFC South
2022,Kenneth Murray ,ILB,"$1,789,540 ",LAC,Los Angeles Chargers,AFC West
2022,Desmond Ridder ,QB,"$1,785,336 ",ATL,Atlanta Falcons,NFC South
2022,Christian Harris ,LB,"$1,774,636 ",HOU,Houston Texans,AFC South
2022,Nick Vigil ,OLB,"$1,770,000 ",ARI,Arizona Cardinals,NFC West
2022,DeAndre Houston-Carson ,S,"$1,770,000 ",CHI,Chicago Bears,NFC North
2022,Jermaine Carter ,ILB,"$1,770,000 ",KC,Kansas City Chiefs,AFC West
2022,Rodney McLeod ,FS,"$1,770,000 ",IND,Indianapolis Colts,AFC South
2022,Cesar Ruiz ,G,"$1,762,655 ",NO,New Orleans Saints,NFC South
2022,Penei Sewell ,RT,"$1,755,412 ",DET,Detroit Lions,NFC North
2022,Andre Roberts ,WR,"$1,750,000 ",CAR,Carolina Panthers,NFC South
2022,Coleman Shelton ,C,"$1,750,000 ",LAR,Los Angeles Rams,NFC West
2022,Boston Scott ,RB,"$1,750,000 ",PHI,Philadelphia Eagles,NFC East
2022,Terrance Mitchell ,CB,"$1,750,000 ",NE,New England Patriots,AFC East
2022,Tavierre Thomas ,CB,"$1,750,000 ",HOU,Houston Texans,AFC South
2022,Sony Michel ,RB,"$1,750,000 ",MIA,Miami Dolphins,AFC East
2022,David Quessenberry ,G,"$1,750,000 ",BUF,Buffalo Bills,AFC East
2022,Rashaan Evans ,LB,"$1,750,000 ",ATL,Atlanta Falcons,NFC South
2022,C.J. Moore ,S,"$1,750,000 ",DET,Detroit Lions,NFC North
2022,Tarell Basham ,DE,"$1,750,000 ",DAL,Dallas Cowboys,NFC East
2022,Chandon Sullivan ,CB,"$1,750,000 ",MIN,Minnesota Vikings,NFC North
2022,Brandon Aiyuk ,WR,"$1,749,213 ",SF,San Francisco 49ers,NFC West
2022,Bernhard Raimann ,T,"$1,740,972 ",IND,Indianapolis Colts,AFC South
2022,Travis Jones ,DT,"$1,740,972 ",BAL,Baltimore Ravens,AFC North
2022,Jordan Love ,QB,"$1,735,768 ",GB,Green Bay Packers,NFC North
2022,Alex Wright ,OLB,"$1,734,872 ",CLE,Cleveland Browns,AFC North
2022,JT Woods ,S,"$1,722,412 ",LAC,Los Angeles Chargers,AFC West
2022,Jordyn Brooks ,OLB,"$1,722,328 ",SEA,Pittsburgh Steelers,NFC West
2022,Dennis Daley ,G,"$1,718,162 ",CAR,Carolina Panthers,NFC South
2022,Patrick Queen ,ILB,"$1,715,606 ",BAL,Baltimore Ravens,AFC North
2022,Greg Dulcich ,TE,"$1,709,828 ",DEN,Denver Broncos,AFC West
2022,Marlon Mack ,RB,"$1,705,884 ",HOU,Houston Texans,AFC South
2022,Alex Bars ,G,"$1,700,000 ",LV,Los Angeles Rams,AFC West
2022,Justin Bethel ,CB,"$1,700,000 ",NE,New England Patriots,AFC East
2022,Terrence Brooks ,FS,"$1,700,000 ",HOU,Houston Texans,AFC South
2022,Kemoko Turay ,DE,"$1,700,000 ",SF,San Francisco 49ers,NFC West
2022,Cordale Flott ,CB,"$1,697,248 ",NYG,New  York Giants,NFC East
2022,Sam Eguavoen ,LB,"$1,690,000 ",MIA,Miami Dolphins,AFC East
2022,DeAngelo Malone ,LB,"$1,688,332 ",ATL,Atlanta Falcons,NFC South
2022,Nakobe Dean ,LB,"$1,670,192 ",PHI,Philadelphia Eagles,NFC East
2022,DeMarvin Leal ,DE,"$1,657,288 ",PIT,Pittsburgh Steelers,AFC North
2022,Marcus Jones ,CB,"$1,650,056 ",NE,New England Patriots,AFC East
2022,Malik Willis ,QB,"$1,637,800 ",TEN,Tennessee Titans,AFC South
2022,Noah Igbinoghene ,CB,"$1,633,110 ",MIA,Miami Dolphins,AFC East
2022,Cam Thomas ,DE,"$1,626,336 ",ARI,Arizona Cardinals,NFC West
2022,Jalen Tolbert ,WR,"$1,620,068 ",DAL,Dallas Cowboys,NFC East
2022,Damien Williams ,RB,"$1,620,000 ",ATL,Atlanta Falcons,NFC South
2022,Jaycee Horn ,CB,"$1,619,643 ",CAR,Carolina Panthers,NFC South
2022,Terrel Bernard ,LB,"$1,617,992 ",BUF,Buffalo Bills,AFC East
2022,Dylan Parham ,G,"$1,616,948 ",LV,Los Angeles Rams,AFC West
2022,Rachaad White ,RB,"$1,615,908 ",TB,Tampa Bay Buccaneers,NFC South
2022,Patrick Surtain II ,CB,"$1,612,855 ",DEN,Denver Broncos,AFC West
2022,Sean Rhyan ,T,"$1,610,712 ",GB,Green Bay Packers,NFC North
2022,David Bell ,WR,"$1,604,020 ",CLE,Cleveland Browns,AFC North
2022,Ty Davis-Price ,RB,"$1,600,304 ",SF,San Francisco 49ers,NFC West
2022,A.J. Cole ,P,"$1,600,000 ",LV,Los Angeles Rams,AFC West
2022,Tanner Vallejo ,ILB,"$1,600,000 ",ARI,Arizona Cardinals,NFC West
2022,Dare Ogunbowale ,RB,"$1,600,000 ",HOU,Houston Texans,AFC South
2022,Clyde Edwards-Helaire ,RB,"$1,593,779 ",KC,Kansas City Chiefs,AFC West
2022,Matt Corral ,QB,"$1,589,904 ",CAR,Carolina Panthers,NFC South
2022,Zach Carter ,DE,"$1,579,500 ",CIN,Cincinnati Bengals,AFC North
2022,DeVonta Smith ,WR,"$1,575,518 ",PHI,Philadelphia Eagles,NFC East
2022,Nick Cross ,S,"$1,569,100 ",IND,Indianapolis Colts,AFC South
2022,Logan Bruss ,G,"$1,554,024 ",LAR,Los Angeles Rams,NFC West
2022,Myjai Sanders ,DE,"$1,554,024 ",ARI,Arizona Cardinals,NFC West
2022,Channing Tindall ,LB,"$1,554,024 ",MIA,Miami Dolphins,AFC East
2022,Brian Robinson ,RB,"$1,554,024 ",WAS,Washington Commanders,NFC East
2022,Jeremy Ruckert ,TE,"$1,554,024 ",NYJ,New York Jets,AFC East
2022,Leo Chenal ,LB,"$1,554,024 ",KC,Kansas City Chiefs,AFC West
2022,Danny Gray ,WR,"$1,554,024 ",SF,San Francisco 49ers,NFC West
2022,Kerby Joseph ,S,"$1,554,020 ",DET,Detroit Lions,NFC North
2022,Conor McDermott ,T,"$1,550,000 ",NYJ,New York Jets,AFC East
2022,Josh Tupou ,DT,"$1,550,000 ",CIN,Cincinnati Bengals,AFC North
2022,Cade Otton ,TE,"$1,538,944 ",TB,Tampa Bay Buccaneers,NFC South
2022,Greg Little ,LT,"$1,536,672 ",MIA,Miami Dolphins,AFC East
2022,Josh Woods ,LB,"$1,526,470 ",DET,Detroit Lions,NFC North
2022,Dameon Pierce ,RB,"$1,520,432 ",HOU,Houston Texans,AFC South
2022,James White ,RB,"$1,520,000 ",NE,New England Patriots,AFC East
2022,Cody Ford ,G,"$1,518,747 ",BUF,Buffalo Bills,AFC East
2022,Justin Fields ,QB,"$1,517,816 ",CHI,Chicago Bears,NFC North
2022,Perrion Winfrey ,DT,"$1,517,796 ",CLE,Cleveland Browns,AFC North
2022,Coby Bryant ,CB,"$1,512,804 ",SEA,Pittsburgh Steelers,NFC West
2022,Daniel Faalele ,T,"$1,505,340 ",BAL,Baltimore Ravens,AFC North
2022,Max Mitchell ,T,"$1,501,024 ",NYJ,New York Jets,AFC East
2022,Zach Pascal ,WR,"$1,500,000 ",PHI,Philadelphia Eagles,NFC East
2022,Jakob Johnson ,FB,"$1,500,000 ",LV,Los Angeles Rams,AFC West
2022,Ezekiel Turner ,ILB,"$1,500,000 ",ARI,Arizona Cardinals,NFC West
2022,Andy Lee ,P,"$1,500,000 ",ARI,Arizona Cardinals,NFC West
2022,Corey Bojorquez ,P,"$1,500,000 ",CLE,Cleveland Browns,AFC North
2022,Tevin Coleman ,RB,"$1,500,000 ",NYJ,New York Jets,AFC East
2022,C.J. Goodwin ,CB,"$1,500,000 ",DAL,Dallas Cowboys,NFC East
2022,Ronald Jones II ,RB,"$1,500,000 ",KC,Kansas City Chiefs,AFC West
2022,Samaje Perine ,RB,"$1,500,000 ",CIN,Cincinnati Bengals,AFC North
2022,Brandon Allen ,QB,"$1,500,000 ",CIN,Cincinnati Bengals,AFC North
2022,Kerry Hyder ,DE,"$1,500,000 ",SF,San Francisco 49ers,NFC West
2022,Daniel Bellinger ,TE,"$1,498,104 ",NYG,New  York Giants,NFC East
2022,Percy Butler ,S,"$1,494,016 ",WAS,Washington Commanders,NFC East
2022,Preston Williams ,WR,"$1,490,000 ",MIA,Miami Dolphins,AFC East
2022,Dane Belton ,S,"$1,489,488 ",NYG,New  York Giants,NFC East
2022,Demarri Mathis ,CB,"$1,483,964 ",DEN,Denver Broncos,AFC West
2022,Eyioma Uwazurike ,DE,"$1,470,868 ",DEN,Denver Broncos,AFC West
2022,Micheal Clemons ,DE,"$1,469,096 ",NYJ,New York Jets,AFC East
2022,Akayleb Evans ,CB,"$1,466,076 ",MIN,Minnesota Vikings,NFC North
2022,Jalyn Armour-Davis ,CB,"$1,465,328 ",BAL,Baltimore Ravens,AFC North
2022,Brandon Smith ,LB,"$1,461,548 ",CAR,Carolina Panthers,NFC South
2022,Jack Jones ,CB,"$1,451,984 ",NE,New England Patriots,AFC East
2022,Devon Kennard ,OLB,"$1,451,127 ",ARI,Arizona Cardinals,NFC West
2022,Drew Lock ,QB,"$1,451,021 ",SEA,Pittsburgh Steelers,NFC West
2022,Darius Phillips ,CB,"$1,450,000 ",LV,Los Angeles Rams,AFC West
2022,Zamir White ,RB,"$1,448,932 ",LV,Los Angeles Rams,AFC West
2022,Isaiah Spiller ,RB,"$1,441,952 ",LAC,Los Angeles Chargers,AFC West
2022,Micah Parsons ,ILB,"$1,436,354 ",DAL,Dallas Cowboys,NFC East
2022,Eric Tomlinson ,TE,"$1,435,000 ",DEN,Denver Broncos,AFC West
2022,Adam Gotsis ,DE,"$1,435,000 ",JAC,Jacksonville Jaguars,AFC South
2022,Cade York ,K,"$1,434,640 ",CLE,Cleveland Browns,AFC North
2022,Erik Ezukanma ,WR,"$1,429,992 ",MIA,Miami Dolphins,AFC East
2022,Henry Anderson ,DE,"$1,426,468 ",NE,New England Patriots,AFC East
2022,Neil Farrell Jr. ,DT,"$1,425,304 ",LV,Los Angeles Rams,AFC West
2022,Pierre Strong ,RB,"$1,418,432 ",NE,New England Patriots,AFC East
2022,Rashawn Slater ,LT,"$1,415,989 ",LAC,Los Angeles Chargers,AFC West
2022,Charlie Kolar ,TE,"$1,409,884 ",BAL,Baltimore Ravens,AFC North
2022,Jake Ferguson ,TE,"$1,409,884 ",DAL,Dallas Cowboys,NFC East
2022,Jordan Stout ,P,"$1,402,836 ",BAL,Baltimore Ravens,AFC North
2022,Aaron Stinnie ,G,"$1,400,000 ",TB,Tampa Bay Buccaneers,NFC South
2022,Tee Higgins ,WR,"$1,399,708 ",CIN,Cincinnati Bengals,AFC North
2022,Joejuan Williams ,CB,"$1,398,636 ",NE,New England Patriots,AFC East
2022,Hassan Haskins ,RB,"$1,397,220 ",TEN,Tennessee Titans,AFC South
2022,Michael Pittman Jr. ,WR,"$1,392,986 ",IND,Indianapolis Colts,AFC South
2022,Romeo Doubs ,WR,"$1,388,916 ",GB,Green Bay Packers,NFC North
2022,D'Andre Swift ,RB,"$1,386,265 ",DET,Detroit Lions,NFC North
2022,Jake Camarda ,P,"$1,385,320 ",TB,Tampa Bay Buccaneers,NFC South
2022,Alijah Vera-Tucker ,G,"$1,382,047 ",NYJ,New York Jets,AFC East
2022,Spencer Burford ,T,"$1,377,056 ",SF,San Francisco 49ers,NFC West
2022,Greedy Williams ,CB,"$1,375,728 ",CLE,Cleveland Browns,AFC North
2022,Xavier McKinney ,FS,"$1,372,823 ",NYG,New  York Giants,NFC East
2022,Joshua Williams ,CB,"$1,371,260 ",KC,Kansas City Chiefs,AFC West
2022,Ross Cockrell ,CB,"$1,370,000 ",TB,Tampa Bay Buccaneers,NFC South
2022,Mac Jones ,QB,"$1,368,471 ",NE,New England Patriots,AFC East
2022,Kyle Dugger ,S,"$1,367,446 ",NE,New England Patriots,AFC East
2022,Tavon Young ,CB,"$1,365,000 ",CHI,Chicago Bears,NFC North
2022,Cordell Volson ,T,"$1,361,884 ",CIN,Cincinnati Bengals,AFC North
2022,Yetur Gross-Matos ,DE,"$1,355,346 ",CAR,Carolina Panthers,NFC South
2022,Bailey Zappe ,QB,"$1,352,072 ",NE,New England Patriots,AFC East
2022,Marquise Blair ,FS,"$1,345,452 ",SEA,Pittsburgh Steelers,NFC West
2022,Robert Hunt ,G,"$1,343,249 ",MIA,Miami Dolphins,AFC East
2022,Ross Blacklock ,DT,"$1,332,495 ",HOU,Houston Texans,AFC South
2022,Zaven Collins ,ILB,"$1,327,739 ",ARI,Arizona Cardinals,NFC West
2022,Cedric Ogbuehi ,T,"$1,323,528 ",HOU,Houston Texans,AFC South
2022,Jonathan Taylor ,RB,"$1,321,741 ",IND,Indianapolis Colts,AFC South
2022,Alex Leatherwood ,RT,"$1,314,162 ",LV,Los Angeles Rams,AFC West
2022,Johnathan Hankins ,DT,"$1,313,600 ",LV,Los Angeles Rams,AFC West
2022,Laviska Shenault ,WR,"$1,309,643 ",JAC,Jacksonville Jaguars,AFC South
2022,Ben Banogu ,DE,"$1,305,615 ",IND,Indianapolis Colts,AFC South
2022,Keith Smith ,FB,"$1,300,000 ",ATL,Atlanta Falcons,NFC South
2022,Anthony Rush ,DT,"$1,300,000 ",ATL,Atlanta Falcons,NFC South
2022,Cole Kmet ,TE,"$1,298,889 ",CHI,Chicago Bears,NFC North
2022,Jaelan Phillips ,DE,"$1,297,191 ",MIA,Miami Dolphins,AFC East
2022,Grant Delpit ,FS,"$1,288,642 ",CLE,Cleveland Browns,AFC North
2022,Jamin Davis ,LB,"$1,287,008 ",WAS,Washington Commanders,NFC East
2022,Irv Smith ,TE,"$1,285,698 ",MIN,Minnesota Vikings,NFC North
2022,Johnny Mundt ,TE,"$1,285,000 ",MIN,Minnesota Vikings,NFC North
2022,Kadarius Toney ,WR,"$1,283,614 ",NYG,New  York Giants,NFC East
2022,Kwity Paye ,DE,"$1,280,220 ",IND,Indianapolis Colts,AFC South
2022,Keelan Cole ,WR,"$1,278,500 ",LV,Los Angeles Rams,AFC West
2022,Kenny Young ,ILB,"$1,278,500 ",LV,Los Angeles Rams,AFC West
2022,Antoine Winfield Jr. ,S,"$1,274,289 ",TB,Tampa Bay Buccaneers,NFC South
2022,Caleb Farley ,CB,"$1,273,431 ",TEN,Tennessee Titans,AFC South
2022,J.J. Jansen ,LS,"$1,272,500 ",CAR,Carolina Panthers,NFC South
2022,Julian Stanford ,OLB,"$1,272,500 ",CAR,Carolina Panthers,NFC South
2022,Justin Ellis ,DT,"$1,272,500 ",NYG,New  York Giants,NFC East
2022,Max Garcia ,G,"$1,272,500 ",NYG,New  York Giants,NFC East
2022,Morgan Cox ,LS,"$1,272,500 ",TEN,Tennessee Titans,AFC South
2022,Josh Bynes ,ILB,"$1,272,500 ",BAL,Baltimore Ravens,AFC North
2022,Mike Davis ,RB,"$1,272,500 ",BAL,Baltimore Ravens,AFC North
2022,Tony Jefferson ,SS,"$1,272,500 ",BAL,Baltimore Ravens,AFC North
2022,Cameron Fleming ,T,"$1,272,500 ",DEN,Denver Broncos,AFC West
2022,Aaron Brewer ,LS,"$1,272,500 ",ARI,Arizona Cardinals,NFC West
2022,Duron Harmon ,SS,"$1,272,500 ",LV,Los Angeles Rams,AFC West
2022,Justin Coleman ,CB,"$1,272,500 ",SEA,Pittsburgh Steelers,NFC West
2022,Marquise Goodwin ,WR,"$1,272,500 ",SEA,Pittsburgh Steelers,NFC West
2022,Patrick Scales ,LS,"$1,272,500 ",CHI,Chicago Bears,NFC North
2022,Thomas Morstead ,P,"$1,272,500 ",MIA,Miami Dolphins,AFC East
2022,John Jenkins ,DT,"$1,272,500 ",MIA,Miami Dolphins,AFC East
2022,Jon Weeks ,LS,"$1,272,500 ",HOU,Houston Texans,AFC South
2022,Taiwan Jones ,RB,"$1,272,500 ",BUF,Buffalo Bills,AFC East
2022,Greg Mancz ,C,"$1,272,500 ",BUF,Buffalo Bills,AFC East
2022,Greg Van Roten ,G,"$1,272,500 ",BUF,Buffalo Bills,AFC East
2022,Kwon Alexander ,ILB,"$1,272,500 ",NYJ,New York Jets,AFC East
2022,Duke Johnson ,RB,"$1,272,500 ",BUF,Buffalo Bills,AFC East
2022,Erik Harris ,S,"$1,272,500 ",ATL,Atlanta Falcons,NFC South
2022,Bryce Callahan ,CB,"$1,272,500 ",LAC,Los Angeles Chargers,AFC West
2022,Christian Covington ,DT,"$1,272,500 ",LAC,Los Angeles Chargers,AFC West
2022,Jake McQuaide ,LS,"$1,272,500 ",DAL,Dallas Cowboys,NFC East
2022,Daniel Sorensen ,SS,"$1,272,500 ",NO,New Orleans Saints,NFC South
2022,Keanu Neal ,SS,"$1,272,500 ",TB,Tampa Bay Buccaneers,NFC South
2022,Giovani Bernard ,RB,"$1,272,500 ",TB,Tampa Bay Buccaneers,NFC South
2022,Breshad Perriman ,WR,"$1,272,500 ",TB,Tampa Bay Buccaneers,NFC South
2022,Josh Wells ,RT,"$1,272,500 ",TB,Tampa Bay Buccaneers,NFC South
2022,Blake Bell ,TE,"$1,272,500 ",KC,Kansas City Chiefs,AFC West
2022,Michael Burton ,FB,"$1,272,500 ",KC,Kansas City Chiefs,AFC West
2022,Clark Harris ,LS,"$1,272,500 ",CIN,Cincinnati Bengals,AFC North
2022,Dontae Johnson ,CB,"$1,272,500 ",SF,San Francisco 49ers,NFC West
2022,Sean Mannion ,QB,"$1,272,500 ",MIN,Minnesota Vikings,NFC North
2022,Dennis Kelly ,RT,"$1,272,500 ",IND,Indianapolis Colts,AFC South
2022,Christian Darrisaw ,LT,"$1,266,643 ",MIN,Minnesota Vikings,NFC North
2022,Kentavius Street ,DE,"$1,265,000 ",NO,New Orleans Saints,NFC South
