id,Year,Name,POS,Salary,Team Abbv.,Team Name,Division
987,2015,Brandon Marshall,ILB,"$834,434",DEN,Denver Broncos,AFC West
988,2015,J.J. Wilcox,FS,"$832,737",DAL,Dallas Cowboys,NFC East
989,2015,Jamon Meredith,RT,"$830,728",TEN,Tennessee Titans,AFC South
990,2015,Tyeler Davison,DT,"$830,601",NO,New Orleans Saints,NFC South
991,2015,Chris Hairston,LT,"$830,553",SD,San Diego Chargers,AFC West
992,2015,Malcolm Butler,CB,"$829,282",NE,New England Patriots,AFC East
993,2015,Russell Bodine,C,"$828,612",CIN,Cincinnati Bengals,AFC North
994,2015,Sam Acho,OLB,"$827,832",CHI,Chicago Bears,NFC North
995,2015,Zack Martin,G,"$827,627",DAL,Dallas Cowboys,NFC East
996,2015,Matt Paradis,C,"$826,648",DEN,Denver Broncos,AFC West
997,2015,Kawann Short,DT,"$825,875",CAR,Carolina Panthers,NFC South
998,2015,Tony Jefferson,SS,"$825,347",ARI,Arizona Cardinals,NFC West
999,2015,Brandon Gibson,WR,"$825,000",NE,New England Patriots,AFC East
1000,2015,Colt Anderson,SS,"$825,000",IND,Indianapolis Colts,AFC South
