id,Year,Name,POS,Salary,Team Abbv.,Team Name,Division
327,2015,Earl Mitchell,DT,"$4,000,000",MIA,Miami Dolphins,AFC East
328,2015,Greg Jennings,WR,"$4,000,000",MIA,Miami Dolphins,AFC East
329,2015,Terrance Knighton,DT,"$3,985,315",WAS,Washington Commanders,NFC East
330,2015,Leodis McKelvin,CB,"$3,900,000",BUF,Buffalo Bills,AFC East
331,2015,Chad Greenway,OLB,"$3,875,000",MIN,Minnesota Vikings,NFC North
332,2015,Koa Misi,OLB,"$3,860,000",MIA,Miami Dolphins,AFC East
333,2015,Sean Weatherspoon,ILB,"$3,859,722",ARI,Arizona Cardinals,NFC West
334,2015,Jah Reid,RT,"$3,845,000",KC,Kansas City Chiefs,AFC West
335,2015,Marques Colston,WR,"$3,810,458",NO,New Orleans Saints,NFC South
336,2015,Chase Daniel,QB,"$3,800,000",KC,Kansas City Chiefs,AFC West
337,2015,Harry Douglas,WR,"$3,798,852",TEN,Tennessee Titans,AFC South
338,2015,K.J. Wright,OLB,"$3,784,594",SEA,Seattle Seahawks,NFC West
339,2015,Henry Melton,DT,"$3,768,358",TB,Tampa Bay Buccaneers,NFC South
340,2015,Evan Smith,C,"$3,763,774",TB,Tampa Bay Buccaneers,NFC South
341,2015,Golden Tate,WR,"$3,750,000",DET,Detroit Lions,NFC North
342,2015,Roy Miller,DT,"$3,750,000",JAC,Jacksonville Jaguars,AFC South
343,2015,Justin Bethel,CB,"$3,747,268",ARI,Arizona Cardinals,NFC West
344,2015,William Moore,SS,"$3,732,196",ATL,Atlanta Falcons,NFC South
345,2015,Domata Peko,DT,"$3,700,000",CIN,Cincinnati Bengals,AFC North
346,2015,Jerome Felton,FB,"$3,700,000",BUF,Buffalo Bills,AFC East
347,2015,Roddy White,WR,"$3,692,029",ATL,Atlanta Falcons,NFC South
348,2015,Michael Oher,RT,"$3,671,875",CAR,Carolina Panthers,NFC South
349,2015,James Laurinaitis,ILB,"$3,666,297",STL,St. Louis Rams,NFC West
350,2015,Erik Pears,RT,"$3,600,000",SF,San Francisco 49ers,NFC West
351,2015,Randy Starks,DE,"$3,593,750",CLE,Cleveland Browns,AFC North
352,2015,Kory Lichtensteiger,C,"$3,589,299",WAS,Washington Commanders,NFC East
353,2015,Patrick Chung,SS,"$3,587,500",NE,New England Patriots,AFC East
354,2015,Malcom Floyd,WR,"$3,574,774",SD,San Diego Chargers,AFC West
355,2015,Mike Scifres,P,"$3,567,057",SD,San Diego Chargers,AFC West
356,2015,Doug Baldwin,WR,"$3,550,519",SEA,Seattle Seahawks,NFC West
357,2015,Justin Durant,OLB,"$3,539,869",ATL,Atlanta Falcons,NFC South
358,2015,Chad Henne,QB,"$3,500,000",JAC,Jacksonville Jaguars,AFC South
359,2015,Matt Bryant,K,"$3,496,401",ATL,Atlanta Falcons,NFC South
360,2015,Corey Graham,FS,"$3,450,000",BUF,Buffalo Bills,AFC East
361,2015,Alex Boone,G,"$3,430,208",SF,San Francisco 49ers,NFC West
362,2015,Morgan Burnett,SS,"$3,428,073",GB,Green Bay Packers,NFC North
363,2015,Andrew Luck,QB,"$3,404,727",IND,Indianapolis Colts,AFC South
364,2015,Lee Smith,TE,"$3,377,110",OAK,Oakland Raiders,AFC West
365,2015,John Hughes,DE,"$3,360,000",CLE,Cleveland Browns,AFC North
366,2015,Ryan Fitzpatrick,QB,"$3,310,848",NYJ,New York Jets,AFC East
367,2015,Walter Thurmond,FS,"$3,302,649",PHI,Philadelphia Eagles,NFC East
368,2015,Carlos Dunlap,DE,"$3,300,000",CIN,Cincinnati Bengals,AFC North
369,2015,Antoine Bethea,SS,"$3,288,661",SF,San Francisco 49ers,NFC West
370,2015,Landon Collins,FS,"$3,278,706",NYG,New  York Giants,NFC East
371,2015,Robert Griffin III,QB,"$3,269,877",WAS,Washington Commanders,NFC East
372,2015,Donald Butler,ILB,"$3,269,750",SD,San Diego Chargers,AFC West
373,2015,Clinton McDonald,DT,"$3,260,981",TB,Tampa Bay Buccaneers,NFC South
374,2015,David Hawthorne,ILB,"$3,260,252",NO,New Orleans Saints,NFC South
375,2015,Sebastian Janikowski,K,"$3,255,637",OAK,Oakland Raiders,AFC West
376,2015,William Hayes,DE,"$3,251,656",STL,St. Louis Rams,NFC West
377,2015,Donovan Smith,LT,"$3,251,594",TB,Tampa Bay Buccaneers,NFC South
378,2015,Shaun Hill,QB,"$3,250,000",MIN,Minnesota Vikings,NFC North
379,2015,Scott Chandler,TE,"$3,250,000",NE,New England Patriots,AFC East
380,2015,Jason Kelce,C,"$3,245,313",PHI,Philadelphia Eagles,NFC East
381,2015,Josh Mauga,ILB,"$3,225,000",KC,Kansas City Chiefs,AFC West
382,2015,Drew Stanton,QB,"$3,202,569",ARI,Arizona Cardinals,NFC West
383,2015,Virgil Green,TE,"$3,200,000",DEN,Denver Broncos,AFC West
384,2015,Jason Jones,DE,"$3,150,000",DET,Detroit Lions,NFC North
385,2015,Jermaine Gresham,TE,"$3,146,049",ARI,Arizona Cardinals,NFC West
386,2015,Phil Dawson,K,"$3,135,891",SF,San Francisco 49ers,NFC West
387,2015,Mario Edwards,DE,"$3,132,133",OAK,Oakland Raiders,AFC West
388,2015,Garrett Graham,TE,"$3,125,000",HOU,Houston Texans,AFC South
389,2015,Darren Sproles,RB,"$3,120,465",PHI,Philadelphia Eagles,NFC East
390,2015,Perry Riley,ILB,"$3,114,822",WAS,Washington Commanders,NFC East
391,2015,Mike Adams,SS,"$3,100,000",IND,Indianapolis Colts,AFC South
392,2015,Vincent Rey,ILB,"$3,100,000",CIN,Cincinnati Bengals,AFC North
393,2015,Shaun Suisham,K,"$3,095,000",PIT,Pittsburgh Steelers,AFC North
394,2015,Matt Kalil,LT,"$3,085,989",MIN,Minnesota Vikings,NFC North
395,2015,Jonathan Casillas,OLB,"$3,069,144",NYG,New  York Giants,NFC East
396,2015,Joe Reitz,G,"$3,062,500",IND,Indianapolis Colts,AFC South
397,2015,Greg Hardy,DE,"$3,041,379",DAL,Dallas Cowboys,NFC East
398,2015,Michael Neal,OLB,"$3,028,974",GB,Green Bay Packers,NFC North
399,2015,Antonio Brown,WR,"$3,024,795",PIT,Pittsburgh Steelers,AFC North
400,2015,Aldon Smith,OLB,"$3,020,600",OAK,Oakland Raiders,AFC West
401,2015,Devin Smith,WR,"$3,015,405",NYJ,New York Jets,AFC East
402,2015,Cory Redding,DE,"$3,014,856",ARI,Arizona Cardinals,NFC West
403,2015,Paul Soliai,DT,"$3,013,804",ATL,Atlanta Falcons,NFC South
404,2015,Alan Ball,CB,"$3,011,923",CHI,Chicago Bears,NFC North
405,2015,Donald Brown,RB,"$3,005,849",SD,San Diego Chargers,AFC West
406,2015,Shawn Lauvao,G,"$3,004,933",WAS,Washington Commanders,NFC East
407,2015,Robbie Gould,K,"$3,004,778",CHI,Chicago Bears,NFC North
408,2015,Brian Hartline,WR,"$3,000,000",CLE,Cleveland Browns,AFC North
409,2015,Steve Smith,WR,"$3,000,000",BAL,Baltimore Ravens,AFC North
410,2015,Pat McAfee,P,"$3,000,000",IND,Indianapolis Colts,AFC South
411,2015,Matt Hasselbeck,QB,"$3,000,000",IND,Indianapolis Colts,AFC South
412,2015,Daryl Smith,ILB,"$3,000,000",BAL,Baltimore Ravens,AFC North
413,2015,Darius Butler,FS,"$3,000,000",IND,Indianapolis Colts,AFC South
414,2015,Jeremy Zuttah,C,"$3,000,000",BAL,Baltimore Ravens,AFC North
415,2015,Dustin Colquitt,P,"$3,000,000",KC,Kansas City Chiefs,AFC West
416,2015,Justin Forsett,RB,"$3,000,000",BAL,Baltimore Ravens,AFC North
417,2015,Manuel Ramirez,G,"$3,000,000",DET,Detroit Lions,NFC North
418,2015,Tyson Alualu,DE,"$3,000,000",JAC,Jacksonville Jaguars,AFC South
419,2015,Brice McCain,CB,"$3,000,000",MIA,Miami Dolphins,AFC East
420,2015,Toby Gerhart,RB,"$3,000,000",JAC,Jacksonville Jaguars,AFC South
421,2015,T.J. Yeldon,RB,"$2,995,927",JAC,Jacksonville Jaguars,AFC South
422,2015,Preston Smith,OLB,"$2,980,046",WAS,Washington Commanders,NFC East
423,2015,Jonathan Babineaux,DT,"$2,975,072",ATL,Atlanta Falcons,NFC South
424,2015,Jason Hatcher,DE,"$2,967,342",WAS,Washington Commanders,NFC East
425,2015,Mason Crosby,K,"$2,955,767",GB,Green Bay Packers,NFC North
426,2015,Akeem Ayers,OLB,"$2,948,765",STL,St. Louis Rams,NFC West
427,2015,Nolan Carroll,CB,"$2,948,500",PHI,Philadelphia Eagles,NFC East
428,2015,Evan Mathis,G,"$2,921,875",DEN,Denver Broncos,AFC West
429,2015,Cecil Shorts,WR,"$2,921,875",HOU,Houston Texans,AFC South
430,2015,Eddie Goldman,DT,"$2,890,111",CHI,Chicago Bears,NFC North
431,2015,Ropati Pitoitua,DE,"$2,888,813",TEN,Tennessee Titans,AFC South
432,2015,Devin Hester,WR,"$2,876,605",ATL,Atlanta Falcons,NFC South
433,2015,Matt Bosher,P,"$2,863,290",ATL,Atlanta Falcons,NFC South
434,2015,Chris Chester,G,"$2,859,286",ATL,Atlanta Falcons,NFC South
435,2015,Dorial Green-Beckham,WR,"$2,858,988",TEN,Tennessee Titans,AFC South
436,2015,John Greco,G,"$2,825,000",CLE,Cleveland Browns,AFC North
437,2015,Arthur Moats,OLB,"$2,817,878",PIT,Pittsburgh Steelers,AFC North
438,2015,Kyle Arrington,CB,"$2,800,000",BAL,Baltimore Ravens,AFC North
439,2015,Brandon Pettigrew,TE,"$2,800,000",DET,Detroit Lions,NFC North
440,2015,Wesley Woodyard,ILB,"$2,779,895",TEN,Tennessee Titans,AFC South
441,2015,George Johnson,DE,"$2,774,824",TB,Tampa Bay Buccaneers,NFC South
442,2015,Andre Roberts,WR,"$2,759,081",WAS,Washington Commanders,NFC East
443,2015,Ryan Succop,K,"$2,758,904",TEN,Tennessee Titans,AFC South
444,2015,Barry Church,SS,"$2,750,000",DAL,Dallas Cowboys,NFC East
445,2015,Devin Funchess,WR,"$2,710,190",CAR,Carolina Panthers,NFC South
446,2015,Ted Ginn Jr.,WR,"$2,700,000",CAR,Carolina Panthers,NFC South
447,2015,Jon Beason,ILB,"$2,692,273",NYG,New  York Giants,NFC East
448,2015,Brandon Fusco,G,"$2,685,000",MIN,Minnesota Vikings,NFC North
449,2015,Nick Folk,K,"$2,660,074",NYJ,New York Jets,AFC East
450,2015,Benardrick McKinney,ILB,"$2,657,888",HOU,Houston Texans,AFC South
451,2015,Anthony Fasano,TE,"$2,634,407",TEN,Tennessee Titans,AFC South
452,2015,Ahtyba Rubin,DT,"$2,630,168",SEA,Seattle Seahawks,NFC West
453,2015,Marcus Easley,WR,"$2,625,000",BUF,Buffalo Bills,AFC East
454,2015,Rolando McClain,ILB,"$2,624,534",DAL,Dallas Cowboys,NFC East
455,2015,Hau'oli Kikaha,OLB,"$2,611,844",NO,New Orleans Saints,NFC South
456,2015,Morris Claiborne,CB,"$2,607,887",DAL,Dallas Cowboys,NFC East
457,2015,Emmanuel Lamur,OLB,"$2,605,334",CIN,Cincinnati Bengals,AFC North
458,2015,Matt Moore,QB,"$2,600,000",MIA,Miami Dolphins,AFC East
459,2015,Ryan Allen,P,"$2,585,000",NE,New England Patriots,AFC East
460,2015,Marcel Reece,FB,"$2,566,256",OAK,Oakland Raiders,AFC West
461,2015,Derek Anderson,QB,"$2,566,053",CAR,Carolina Panthers,NFC South
462,2015,Sean Richardson,SS,"$2,555,772",GB,Green Bay Packers,NFC North
463,2015,Gosder Cherilus,RT,"$2,551,685",TB,Tampa Bay Buccaneers,NFC South
464,2015,Paul Fanaika,G,"$2,550,000",KC,Kansas City Chiefs,AFC West
465,2015,Willie Young,OLB,"$2,520,642",CHI,Chicago Bears,NFC North
466,2015,Demar Dotson,RT,"$2,513,034",TB,Tampa Bay Buccaneers,NFC South
467,2015,Steven Hauschka,K,"$2,507,543",SEA,Seattle Seahawks,NFC West
468,2015,Letroy Guion,DE,"$2,506,870",GB,Green Bay Packers,NFC North
469,2015,Niles Paul,TE,"$2,500,000",WAS,Washington Commanders,NFC East
470,2015,Adam Vinatieri,K,"$2,500,000",IND,Indianapolis Colts,AFC South
471,2015,Darian Stewart,FS,"$2,500,000",DEN,Denver Broncos,AFC West
472,2015,Vance Walker,DE,"$2,500,000",DEN,Denver Broncos,AFC West
473,2015,Chris Canty,DE,"$2,500,000",BAL,Baltimore Ravens,AFC North
474,2015,Sean Lee,OLB,"$2,500,000",DAL,Dallas Cowboys,NFC East
475,2015,Joique Bell,RB,"$2,500,000",DET,Detroit Lions,NFC North
476,2015,Stefen Wisniewski,C,"$2,500,000",JAC,Jacksonville Jaguars,AFC South
477,2015,Sergio Brown,FS,"$2,500,000",JAC,Jacksonville Jaguars,AFC South
478,2015,Brandon LaFell,WR,"$2,500,000",NE,New England Patriots,AFC East
479,2015,Alan Branch,DT,"$2,500,000",NE,New England Patriots,AFC East
480,2015,Jaquiski Tartt,FS,"$2,485,598",SF,San Francisco 49ers,NFC West
481,2015,Vernon Davis,TE,"$2,477,941",DEN,Denver Broncos,AFC West
482,2015,Thomas Morstead,P,"$2,454,097",NO,New Orleans Saints,NFC South
483,2015,Terence Newman,CB,"$2,453,125",MIN,Minnesota Vikings,NFC North
484,2015,Kevin Huber,P,"$2,450,000",CIN,Cincinnati Bengals,AFC North
485,2015,Marcedes Lewis,TE,"$2,450,000",JAC,Jacksonville Jaguars,AFC South
486,2015,Eric Kendricks,ILB,"$2,444,760",MIN,Minnesota Vikings,NFC North
487,2015,Rodney McLeod,FS,"$2,437,928",STL,St. Louis Rams,NFC West
488,2015,Mark Barron,ILB,"$2,426,659",STL,St. Louis Rams,NFC West
489,2015,Mike Tolbert,FB,"$2,425,000",CAR,Carolina Panthers,NFC South
490,2015,Eric Fisher,LT,"$2,422,318",KC,Kansas City Chiefs,AFC West
491,2015,Reggie Bush,RB,"$2,409,535",SF,San Francisco 49ers,NFC West
492,2015,Jermaine Kearse,WR,"$2,408,295",SEA,Seattle Seahawks,NFC West
493,2015,Damon Harrison,DT,"$2,404,993",NYJ,New York Jets,AFC East
494,2015,Cedric Thornton,DT,"$2,393,652",PHI,Philadelphia Eagles,NFC East
495,2015,Geoff Schwartz,G,"$2,385,013",NYG,New  York Giants,NFC East
496,2015,Eric Rowe,CB,"$2,372,210",PHI,Philadelphia Eagles,NFC East
497,2015,Dexter McCluster,RB,"$2,366,942",TEN,Tennessee Titans,AFC South
498,2015,Graham Gano,K,"$2,359,251",CAR,Carolina Panthers,NFC South
499,2015,Rod Streater,WR,"$2,356,598",OAK,Oakland Raiders,AFC West
500,2015,Tashaun Gipson,FS,"$2,356,000",CLE,Cleveland Browns,AFC North
501,2015,Craig Robertson,ILB,"$2,356,000",CLE,Cleveland Browns,AFC North
502,2015,Jerrell Freeman,ILB,"$2,356,000",IND,Indianapolis Colts,AFC South
503,2015,Justin Tucker,K,"$2,356,000",BAL,Baltimore Ravens,AFC North
504,2015,Derrick Shelby,DT,"$2,356,000",MIA,Miami Dolphins,AFC East
505,2015,Manny Lawson,OLB,"$2,350,000",BUF,Buffalo Bills,AFC East
506,2015,Danny Amendola,WR,"$2,337,500",NE,New England Patriots,AFC East
507,2015,Luke Joeckel,G,"$2,332,418",JAC,Jacksonville Jaguars,AFC South
508,2015,Eugene Sims,DE,"$2,316,299",STL,St. Louis Rams,NFC West
509,2015,Jordy Nelson,WR,"$2,300,000",GB,Green Bay Packers,NFC North
510,2015,Tom Johnson,DT,"$2,300,000",MIN,Minnesota Vikings,NFC North
511,2015,Adam-Pacman Jones,CB,"$2,300,000",CIN,Cincinnati Bengals,AFC North
512,2015,Louis Delmas,FS,"$2,297,375",MIA,Miami Dolphins,AFC East
513,2015,Dion Jordan,DE,"$2,275,209",MIA,Miami Dolphins,AFC East
514,2015,Steve McLendon,DT,"$2,274,824",PIT,Pittsburgh Steelers,AFC North
515,2015,Rashad Jennings,RB,"$2,272,917",NYG,New  York Giants,NFC East
516,2015,Tyson Jackson,DE,"$2,271,592",ATL,Atlanta Falcons,NFC South
517,2015,Denzel Perryman,ILB,"$2,257,443",SD,San Diego Chargers,AFC West
518,2015,Ted Larsen,G,"$2,250,527",ARI,Arizona Cardinals,NFC West
519,2015,Dwan Edwards,DT,"$2,250,000",CAR,Carolina Panthers,NFC South
520,2015,Lane Johnson,RT,"$2,248,483",PHI,Philadelphia Eagles,NFC East
521,2015,Johnny Hekker,P,"$2,234,314",STL,St. Louis Rams,NFC West
522,2015,Kendrick Lewis,FS,"$2,200,000",BAL,Baltimore Ravens,AFC North
523,2015,Andrew Gachkar,OLB,"$2,200,000",DAL,Dallas Cowboys,NFC East
524,2015,Calvin Pace,OLB,"$2,176,519",NYJ,New York Jets,AFC East
525,2015,Joe Barksdale,RT,"$2,174,016",SD,San Diego Chargers,AFC West
526,2015,Ed Dickson,TE,"$2,150,000",CAR,Carolina Panthers,NFC South
527,2015,Zach Strief,RT,"$2,142,193",NO,New Orleans Saints,NFC South
528,2015,Jalen Collins,CB,"$2,131,019",ATL,Atlanta Falcons,NFC South
529,2015,Frostee Rucker,DT,"$2,125,199",ARI,Arizona Cardinals,NFC West
530,2015,Al Woods,DT,"$2,124,822",TEN,Tennessee Titans,AFC South
531,2015,Roy Helu,RB,"$2,109,700",OAK,Oakland Raiders,AFC West
532,2015,Ezekiel Ansah,DE,"$2,095,414",DET,Detroit Lions,NFC North
533,2015,Mitch Morse,C,"$2,093,598",KC,Kansas City Chiefs,AFC West
534,2015,Adrian Clayborn,DE,"$2,091,522",ATL,Atlanta Falcons,NFC South
535,2015,Tramaine Brock,CB,"$2,089,715",SF,San Francisco 49ers,NFC West
536,2015,Akeem Dent,ILB,"$2,084,375",HOU,Houston Texans,AFC South
537,2015,DeAngelo Williams,RB,"$2,079,195",PIT,Pittsburgh Steelers,AFC North
538,2015,Patrick Robinson,CB,"$2,057,960",SD,San Diego Chargers,AFC West
539,2015,Andy Lee,P,"$2,050,000",CLE,Cleveland Browns,AFC North
540,2015,Lyle Sendlein,C,"$2,048,332",ARI,Arizona Cardinals,NFC West
541,2015,Karl Klug,DT,"$2,046,788",TEN,Tennessee Titans,AFC South
542,2015,Blaine Gabbert,QB,"$2,040,205",SF,San Francisco 49ers,NFC West
543,2015,Bilal Powell,RB,"$2,038,829",NYJ,New York Jets,AFC East
544,2015,Stephon Gilmore,CB,"$2,037,839",BUF,Buffalo Bills,AFC East
545,2015,Chris Ivory,RB,"$2,036,916",NYJ,New York Jets,AFC East
546,2015,Jeremy Kerley,WR,"$2,022,683",NYJ,New York Jets,AFC East
547,2015,Ronald Darby,CB,"$2,018,412",BUF,Buffalo Bills,AFC East
548,2015,Cam Thomas,DT,"$2,012,545",PIT,Pittsburgh Steelers,AFC North
549,2015,Chris Baker,DT,"$2,008,247",WAS,Washington Commanders,NFC East
550,2015,Antonio Smith,DE,"$2,000,000",DEN,Denver Broncos,AFC West
551,2015,Matt Schaub,QB,"$2,000,000",BAL,Baltimore Ravens,AFC North
552,2015,Jeremy Mincey,DE,"$2,000,000",DAL,Dallas Cowboys,NFC East
553,2015,Rashean Mathis,CB,"$2,000,000",DET,Detroit Lions,NFC North
554,2015,Kelvin Sheppard,ILB,"$2,000,000",MIA,Miami Dolphins,AFC East
555,2015,Tarell Brown,CB,"$2,000,000",NE,New England Patriots,AFC East
556,2015,Kurt Coleman,FS,"$1,995,570",CAR,Carolina Panthers,NFC South
557,2015,Kroy Biermann,OLB,"$1,989,768",ATL,Atlanta Falcons,NFC South
558,2015,Ryan Wendell,C,"$1,975,000",NE,New England Patriots,AFC East
559,2015,Rashad Johnson,FS,"$1,974,891",ARI,Arizona Cardinals,NFC West
560,2015,Robert Ayers,DE,"$1,967,329",NYG,New  York Giants,NFC East
561,2015,Jeff Cumberland,TE,"$1,952,459",NYJ,New York Jets,AFC East
562,2015,Rafael Bush,FS,"$1,951,420",NO,New Orleans Saints,NFC South
563,2015,Mike Nugent,K,"$1,950,000",CIN,Cincinnati Bengals,AFC North
564,2015,Nate Orchard,OLB,"$1,943,220",CLE,Cleveland Browns,AFC North
565,2015,Matt Prater,K,"$1,937,500",DET,Detroit Lions,NFC North
566,2015,Dontari Poe,DT,"$1,933,640",KC,Kansas City Chiefs,AFC West
567,2015,Barkevious Mingo,OLB,"$1,891,091",CLE,Cleveland Browns,AFC North
568,2015,Nickell Robey-Coleman,CB,"$1,885,000",BUF,Buffalo Bills,AFC East
569,2015,Jordan Phillips,DT,"$1,868,024",MIA,Miami Dolphins,AFC East
570,2015,John Jerry,G,"$1,867,467",NYG,New  York Giants,NFC East
571,2015,Ramon Foster,G,"$1,850,000",PIT,Pittsburgh Steelers,AFC North
572,2015,Wallace Gilberry,DE,"$1,850,000",CIN,Cincinnati Bengals,AFC North
573,2015,A.J. Hawk,OLB,"$1,850,000",CIN,Cincinnati Bengals,AFC North
574,2015,Fletcher Cox,DT,"$1,836,593",PHI,Philadelphia Eagles,NFC East
575,2015,Dan Carpenter,K,"$1,825,000",BUF,Buffalo Bills,AFC East
576,2015,George Iloka,FS,"$1,815,612",CIN,Cincinnati Bengals,AFC North
577,2015,Marshall Newhouse,RT,"$1,797,514",NYG,New  York Giants,NFC East
578,2015,Jake Fisher,LT,"$1,792,833",CIN,Cincinnati Bengals,AFC North
579,2015,Michael Floyd,WR,"$1,781,306",ARI,Arizona Cardinals,NFC West
580,2015,B.J. Raji,DT,"$1,776,158",GB,Green Bay Packers,NFC North
581,2015,Rob Havenstein,G,"$1,770,035",STL,St. Louis Rams,NFC West
582,2015,Khalif Barnes,LT,"$1,765,749",OAK,Oakland Raiders,AFC West
583,2015,Matt Cassel,QB,"$1,764,705",DAL,Dallas Cowboys,NFC East
584,2015,Donnie Jones,P,"$1,763,321",PHI,Philadelphia Eagles,NFC East
585,2015,Jonathan Cooper,G,"$1,755,185",ARI,Arizona Cardinals,NFC West
586,2015,Logan Paulsen,TE,"$1,750,000",WAS,Washington Commanders,NFC East
587,2015,Nate Irving,ILB,"$1,750,000",IND,Indianapolis Colts,AFC South
588,2015,Shane Lechler,P,"$1,750,000",HOU,Houston Texans,AFC South
589,2015,Tyrunn Walker,DT,"$1,750,000",DET,Detroit Lions,NFC North
590,2015,O'Brien Schofield,OLB,"$1,748,639",ATL,Atlanta Falcons,NFC South
591,2015,Michael Brockers,DT,"$1,727,126",STL,St. Louis Rams,NFC West
592,2015,Ameer Abdullah,RB,"$1,717,637",DET,Detroit Lions,NFC North
593,2015,Bruce Irvin,OLB,"$1,704,647",SEA,Seattle Seahawks,NFC West
594,2015,Dan Bailey,K,"$1,700,000",DAL,Dallas Cowboys,NFC East
595,2015,Markus Golden,OLB,"$1,691,817",ARI,Arizona Cardinals,NFC West
596,2015,Charles Tillman,CB,"$1,687,500",CAR,Carolina Panthers,NFC South
597,2015,Glenn Dorsey,DE,"$1,670,990",SF,San Francisco 49ers,NFC West
598,2015,Jacob Tamme,TE,"$1,665,389",ATL,Atlanta Falcons,NFC South
599,2015,Demario Davis,ILB,"$1,654,011",NYJ,New York Jets,AFC East
600,2015,Kraig Urbik,G,"$1,650,000",BUF,Buffalo Bills,AFC East
601,2015,Coty Sensabaugh,CB,"$1,647,838",TEN,Tennessee Titans,AFC South
602,2015,Antwon Blake,CB,"$1,646,049",PIT,Pittsburgh Steelers,AFC North
603,2015,J.R. Sweezy,G,"$1,645,763",SEA,Seattle Seahawks,NFC West
604,2015,Josh Norman,CB,"$1,645,448",CAR,Carolina Panthers,NFC South
605,2015,Maxx Williams,TE,"$1,642,446",BAL,Baltimore Ravens,AFC North
606,2015,Ben Jones,C,"$1,640,135",HOU,Houston Texans,AFC South
607,2015,Trumaine Johnson,CB,"$1,628,753",STL,St. Louis Rams,NFC West
608,2015,James Ihedigbo,SS,"$1,625,000",DET,Detroit Lions,NFC North
609,2015,Brandon Brooks,G,"$1,621,798",HOU,Houston Texans,AFC South
610,2015,Jared Crick,DE,"$1,616,187",HOU,Houston Texans,AFC South
611,2015,Robert Golden,FS,"$1,614,310",PIT,Pittsburgh Steelers,AFC North
612,2015,Ali Marpet,C,"$1,612,748",TB,Tampa Bay Buccaneers,NFC South
613,2015,William Gay,CB,"$1,607,605",PIT,Pittsburgh Steelers,AFC North
614,2015,Cory Harkey,FB,"$1,606,775",STL,St. Louis Rams,NFC West
615,2015,Tavon Austin,WR,"$1,605,835",STL,St. Louis Rams,NFC West
616,2015,Jim Dray,TE,"$1,600,000",CLE,Cleveland Browns,AFC North
617,2015,Britton Colquitt,P,"$1,600,000",DEN,Denver Broncos,AFC West
618,2015,Andre Holmes,WR,"$1,598,100",OAK,Oakland Raiders,AFC West
619,2015,Larry Asante,SS,"$1,595,959",OAK,Oakland Raiders,AFC West
620,2015,Melvin Ingram,OLB,"$1,595,917",SD,San Diego Chargers,AFC West
621,2015,Sterling Moore,CB,"$1,595,417",TB,Tampa Bay Buccaneers,NFC South
622,2015,Brandon Boykin,CB,"$1,591,229",PIT,Pittsburgh Steelers,AFC North
623,2015,Don Barclay,RT,"$1,590,170",GB,Green Bay Packers,NFC North
624,2015,Andrew Quarless,TE,"$1,585,157",GB,Green Bay Packers,NFC North
625,2015,James Harrison,OLB,"$1,584,613",PIT,Pittsburgh Steelers,AFC North
626,2015,Byron Bell,RT,"$1,582,817",TEN,Tennessee Titans,AFC South
627,2015,Kelvin Beachum,LT,"$1,578,065",PIT,Pittsburgh Steelers,AFC North
628,2015,Will Johnson,FB,"$1,574,537",PIT,Pittsburgh Steelers,AFC North
629,2015,Alfred Morris,RB,"$1,573,489",WAS,Washington Commanders,NFC East
630,2015,Bobby Rainey,RB,"$1,568,335",TB,Tampa Bay Buccaneers,NFC South
631,2015,Benjamin Watson,TE,"$1,566,299",NO,New Orleans Saints,NFC South
632,2015,Dre Kirkpatrick,CB,"$1,565,862",CIN,Cincinnati Bengals,AFC North
633,2015,Dee Milliner,CB,"$1,558,687",NYJ,New York Jets,AFC East
634,2015,Marquette King,P,"$1,556,072",OAK,Oakland Raiders,AFC West
635,2015,Christopher Conte,FS,"$1,554,233",TB,Tampa Bay Buccaneers,NFC South
636,2015,Jaiquawn Jarrett,FS,"$1,552,689",NYJ,New York Jets,AFC East
637,2015,Luke Stocker,TE,"$1,550,812",TB,Tampa Bay Buccaneers,NFC South
638,2015,Chance Warmack,G,"$1,550,490",TEN,Tennessee Titans,AFC South
639,2015,Bruce Gradkowski,QB,"$1,550,000",PIT,Pittsburgh Steelers,AFC North
640,2015,Marcus Cannon,RT,"$1,550,000",NE,New England Patriots,AFC East
641,2015,Shea McClellin,OLB,"$1,549,811",CHI,Chicago Bears,NFC North
642,2015,Johnnie Troutman,G,"$1,542,000",SD,San Diego Chargers,AFC West
643,2015,Johnson Bademosi,CB,"$1,542,000",CLE,Cleveland Browns,AFC North
644,2015,Dwayne Allen,TE,"$1,542,000",IND,Indianapolis Colts,AFC South
645,2015,Billy Winn,DE,"$1,542,000",IND,Indianapolis Colts,AFC South
646,2015,Malik Jackson,DT,"$1,542,000",DEN,Denver Broncos,AFC West
647,2015,Danny Trevathan,ILB,"$1,542,000",DEN,Denver Broncos,AFC West
648,2015,Josh Robinson,CB,"$1,542,000",MIN,Minnesota Vikings,NFC North
649,2015,Rhett Ellison,TE,"$1,542,000",MIN,Minnesota Vikings,NFC North
650,2015,Robert Blanton,SS,"$1,542,000",MIN,Minnesota Vikings,NFC North
651,2015,Mike Harris,G,"$1,542,000",MIN,Minnesota Vikings,NFC North
652,2015,Lance Dunbar,RB,"$1,542,000",DAL,Dallas Cowboys,NFC East
653,2015,Mohamed Sanu,WR,"$1,542,000",CIN,Cincinnati Bengals,AFC North
